Feb13-06:36:28
----------------------------------------------------------------------------------------------------
[cora]   seed=1
----------------------------------------------------------------------------------------------------
lr=0.0001 unweighted_MSE=False diffusion_steps=40 schedule=True weight_decay=0.001 cat=False skip=True
nhid=256 layers=4 linears=2
----------------------------------------------------------------------------------------------------
001 | 2.69s | train acc: 1.645e-01 | val acc: 1.148e-01 | val graph: 3.000e-02 | test node: 9.083e-02 | test graph: 4.700e-02
101 | 0.68s | train acc: 1.645e-01 | val acc: 1.148e-01 | val graph: 3.000e-02 | test node: 9.083e-02 | test graph: 4.700e-02
201 | 0.68s | train acc: 1.375e-01 | val acc: 1.462e-01 | val graph: 8.600e-02 | test node: 1.551e-01 | test graph: 7.200e-02
301 | 0.68s | train acc: 1.491e-01 | val acc: 1.556e-01 | val graph: 1.100e-01 | test node: 1.526e-01 | test graph: 1.070e-01
401 | 0.68s | train acc: 1.915e-01 | val acc: 1.385e-01 | val graph: 2.400e-02 | test node: 1.356e-01 | test graph: 2.400e-02
501 | 0.68s | train acc: 2.211e-01 | val acc: 1.556e-01 | val graph: 3.400e-02 | test node: 1.483e-01 | test graph: 3.200e-02
601 | 0.68s | train acc: 1.787e-01 | val acc: 1.405e-01 | val graph: 2.000e-02 | test node: 1.146e-01 | test graph: 3.400e-02
701 | 0.71s | train acc: 2.828e-01 | val acc: 1.900e-01 | val graph: 3.200e-02 | test node: 1.808e-01 | test graph: 2.800e-02
801 | 0.68s | train acc: 1.594e-01 | val acc: 1.291e-01 | val graph: 3.400e-02 | test node: 1.309e-01 | test graph: 2.900e-02
901 | 0.68s | train acc: 4.075e-01 | val acc: 2.447e-01 | val graph: 2.800e-02 | test node: 2.343e-01 | test graph: 2.100e-02
1001 | 0.67s | train acc: 1.787e-01 | val acc: 1.381e-01 | val graph: 6.400e-02 | test node: 1.411e-01 | test graph: 6.300e-02
1101 | 0.69s | train acc: 1.799e-01 | val acc: 1.757e-01 | val graph: 5.000e-02 | test node: 1.657e-01 | test graph: 5.700e-02
1201 | 0.69s | train acc: 1.555e-01 | val acc: 1.728e-01 | val graph: 6.200e-02 | test node: 1.812e-01 | test graph: 6.200e-02
1301 | 0.68s | train acc: 2.828e-01 | val acc: 2.067e-01 | val graph: 3.400e-02 | test node: 1.980e-01 | test graph: 4.300e-02
1401 | 0.68s | train acc: 2.763e-01 | val acc: 2.014e-01 | val graph: 3.800e-02 | test node: 1.959e-01 | test graph: 3.900e-02
1501 | 0.67s | train acc: 2.429e-01 | val acc: 1.920e-01 | val graph: 4.000e-02 | test node: 1.889e-01 | test graph: 4.300e-02
1601 | 0.69s | train acc: 2.378e-01 | val acc: 1.900e-01 | val graph: 4.000e-02 | test node: 1.914e-01 | test graph: 4.900e-02
1701 | 0.68s | train acc: 2.558e-01 | val acc: 1.622e-01 | val graph: 3.400e-02 | test node: 1.553e-01 | test graph: 4.000e-02
1801 | 0.68s | train acc: 3.188e-01 | val acc: 1.806e-01 | val graph: 2.200e-02 | test node: 1.674e-01 | test graph: 3.700e-02
1901 | 0.69s | train acc: 3.239e-01 | val acc: 1.998e-01 | val graph: 2.600e-02 | test node: 1.897e-01 | test graph: 3.600e-02
2001 | 0.68s | train acc: 1.594e-01 | val acc: 1.552e-01 | val graph: 5.800e-02 | test node: 1.558e-01 | test graph: 5.100e-02
2101 | 0.68s | train acc: 2.763e-01 | val acc: 2.136e-01 | val graph: 4.000e-02 | test node: 2.027e-01 | test graph: 4.200e-02
2201 | 0.69s | train acc: 3.496e-01 | val acc: 2.386e-01 | val graph: 4.000e-02 | test node: 2.241e-01 | test graph: 5.500e-02
2301 | 0.68s | train acc: 3.483e-01 | val acc: 2.333e-01 | val graph: 3.800e-02 | test node: 2.262e-01 | test graph: 5.500e-02
2401 | 0.70s | train acc: 5.347e-01 | val acc: 3.227e-01 | val graph: 5.400e-02 | test node: 3.067e-01 | test graph: 6.300e-02
2501 | 0.69s | train acc: 3.201e-01 | val acc: 2.128e-01 | val graph: 3.600e-02 | test node: 2.080e-01 | test graph: 4.900e-02
2601 | 0.68s | train acc: 1.799e-01 | val acc: 1.667e-01 | val graph: 6.000e-02 | test node: 1.632e-01 | test graph: 6.000e-02
2701 | 0.68s | train acc: 1.877e-01 | val acc: 1.850e-01 | val graph: 6.000e-02 | test node: 1.757e-01 | test graph: 5.200e-02
2801 | 0.69s | train acc: 2.571e-01 | val acc: 2.112e-01 | val graph: 5.600e-02 | test node: 2.025e-01 | test graph: 5.400e-02
2901 | 0.70s | train acc: 3.329e-01 | val acc: 2.173e-01 | val graph: 4.000e-02 | test node: 2.188e-01 | test graph: 4.300e-02
3001 | 0.69s | train acc: 3.483e-01 | val acc: 2.275e-01 | val graph: 4.000e-02 | test node: 2.220e-01 | test graph: 6.500e-02
3101 | 0.68s | train acc: 4.254e-01 | val acc: 2.835e-01 | val graph: 6.800e-02 | test node: 2.742e-01 | test graph: 7.200e-02
3201 | 0.68s | train acc: 2.725e-01 | val acc: 3.125e-01 | val graph: 1.540e-01 | test node: 3.135e-01 | test graph: 1.570e-01
3301 | 0.68s | train acc: 4.833e-01 | val acc: 3.264e-01 | val graph: 5.200e-02 | test node: 3.098e-01 | test graph: 7.800e-02
3401 | 0.68s | train acc: 2.789e-01 | val acc: 3.056e-01 | val graph: 1.160e-01 | test node: 3.183e-01 | test graph: 1.210e-01
3501 | 0.67s | train acc: 3.625e-01 | val acc: 3.268e-01 | val graph: 1.120e-01 | test node: 3.376e-01 | test graph: 1.210e-01
3601 | 0.68s | train acc: 3.573e-01 | val acc: 2.582e-01 | val graph: 5.600e-02 | test node: 2.381e-01 | test graph: 6.300e-02
3701 | 0.70s | train acc: 1.838e-01 | val acc: 1.634e-01 | val graph: 5.400e-02 | test node: 1.664e-01 | test graph: 5.600e-02
3801 | 0.68s | train acc: 4.473e-01 | val acc: 3.007e-01 | val graph: 7.000e-02 | test node: 2.863e-01 | test graph: 7.500e-02
3901 | 0.68s | train acc: 1.787e-01 | val acc: 1.381e-01 | val graph: 6.400e-02 | test node: 1.403e-01 | test graph: 6.400e-02
4001 | 0.68s | train acc: 1.247e-01 | val acc: 1.507e-01 | val graph: 1.120e-01 | test node: 1.607e-01 | test graph: 1.090e-01
