Feb13-06:50:14
----------------------------------------------------------------------------------------------------
[cora]   seed=1
----------------------------------------------------------------------------------------------------
lr=0.0001 unweighted_MSE=False diffusion_steps=40 schedule=True weight_decay=0.001 cat=False skip=True
nhid=256 layers=4 linears=2
----------------------------------------------------------------------------------------------------
001 | 2.83s | train acc: 1.645e-01 | val acc: 1.148e-01 | val graph: 3.000e-02 | test node: 9.083e-02 | test graph: 4.700e-02
101 | 0.73s | train acc: 1.491e-01 | val acc: 1.556e-01 | val graph: 1.100e-01 | test node: 1.528e-01 | test graph: 1.070e-01
201 | 0.75s | train acc: 1.645e-01 | val acc: 1.417e-01 | val graph: 3.200e-02 | test node: 1.420e-01 | test graph: 3.600e-02
301 | 0.73s | train acc: 1.915e-01 | val acc: 1.569e-01 | val graph: 2.400e-02 | test node: 1.539e-01 | test graph: 3.500e-02
401 | 0.73s | train acc: 2.506e-01 | val acc: 1.748e-01 | val graph: 2.800e-02 | test node: 1.683e-01 | test graph: 2.800e-02
501 | 0.73s | train acc: 1.491e-01 | val acc: 1.556e-01 | val graph: 1.100e-01 | test node: 1.526e-01 | test graph: 1.070e-01
601 | 0.73s | train acc: 1.799e-01 | val acc: 1.503e-01 | val graph: 5.000e-02 | test node: 1.503e-01 | test graph: 5.500e-02
701 | 0.73s | train acc: 1.825e-01 | val acc: 1.744e-01 | val graph: 5.600e-02 | test node: 1.738e-01 | test graph: 5.700e-02
801 | 0.73s | train acc: 1.825e-01 | val acc: 1.683e-01 | val graph: 4.800e-02 | test node: 1.677e-01 | test graph: 5.000e-02
901 | 0.73s | train acc: 1.825e-01 | val acc: 1.687e-01 | val graph: 5.000e-02 | test node: 1.721e-01 | test graph: 5.100e-02
1001 | 0.73s | train acc: 1.941e-01 | val acc: 1.957e-01 | val graph: 4.200e-02 | test node: 1.897e-01 | test graph: 4.800e-02
1101 | 0.73s | train acc: 1.864e-01 | val acc: 1.667e-01 | val graph: 4.800e-02 | test node: 1.689e-01 | test graph: 5.100e-02
1201 | 0.74s | train acc: 2.134e-01 | val acc: 1.830e-01 | val graph: 5.400e-02 | test node: 1.844e-01 | test graph: 5.200e-02
1301 | 0.73s | train acc: 2.134e-01 | val acc: 1.806e-01 | val graph: 4.800e-02 | test node: 1.774e-01 | test graph: 4.600e-02
1401 | 0.75s | train acc: 1.645e-01 | val acc: 1.148e-01 | val graph: 3.000e-02 | test node: 9.083e-02 | test graph: 4.700e-02
1501 | 0.73s | train acc: 1.838e-01 | val acc: 1.495e-01 | val graph: 5.800e-02 | test node: 1.473e-01 | test graph: 5.300e-02
1601 | 0.73s | train acc: 2.545e-01 | val acc: 1.908e-01 | val graph: 4.800e-02 | test node: 1.902e-01 | test graph: 5.400e-02
1701 | 0.73s | train acc: 2.237e-01 | val acc: 1.953e-01 | val graph: 5.000e-02 | test node: 1.891e-01 | test graph: 5.200e-02
1801 | 0.73s | train acc: 2.314e-01 | val acc: 2.022e-01 | val graph: 4.800e-02 | test node: 1.974e-01 | test graph: 5.300e-02
1901 | 0.76s | train acc: 4.293e-01 | val acc: 2.864e-01 | val graph: 4.000e-02 | test node: 2.727e-01 | test graph: 5.800e-02
2001 | 0.73s | train acc: 4.332e-01 | val acc: 2.704e-01 | val graph: 4.400e-02 | test node: 2.528e-01 | test graph: 6.200e-02
2101 | 0.73s | train acc: 2.815e-01 | val acc: 2.255e-01 | val graph: 5.200e-02 | test node: 2.139e-01 | test graph: 5.200e-02
2201 | 0.73s | train acc: 3.175e-01 | val acc: 2.557e-01 | val graph: 3.600e-02 | test node: 2.332e-01 | test graph: 4.300e-02
2301 | 0.73s | train acc: 5.758e-01 | val acc: 3.644e-01 | val graph: 6.200e-02 | test node: 3.555e-01 | test graph: 8.200e-02
2401 | 0.73s | train acc: 5.450e-01 | val acc: 3.435e-01 | val graph: 6.000e-02 | test node: 3.283e-01 | test graph: 8.400e-02
2501 | 0.73s | train acc: 2.005e-01 | val acc: 1.560e-01 | val graph: 5.600e-02 | test node: 1.560e-01 | test graph: 6.300e-02
2601 | 0.73s | train acc: 3.599e-01 | val acc: 2.418e-01 | val graph: 7.000e-02 | test node: 2.324e-01 | test graph: 6.200e-02
2701 | 0.73s | train acc: 3.650e-01 | val acc: 2.565e-01 | val graph: 5.600e-02 | test node: 2.402e-01 | test graph: 6.000e-02
2801 | 0.73s | train acc: 3.406e-01 | val acc: 2.492e-01 | val graph: 5.400e-02 | test node: 2.322e-01 | test graph: 6.000e-02
2901 | 0.75s | train acc: 4.267e-01 | val acc: 2.982e-01 | val graph: 5.400e-02 | test node: 2.680e-01 | test graph: 6.600e-02
3001 | 0.73s | train acc: 4.460e-01 | val acc: 3.011e-01 | val graph: 5.800e-02 | test node: 2.852e-01 | test graph: 7.600e-02
3101 | 0.73s | train acc: 2.416e-01 | val acc: 2.296e-01 | val graph: 6.800e-02 | test node: 2.192e-01 | test graph: 6.200e-02
3201 | 0.72s | train acc: 4.396e-01 | val acc: 3.166e-01 | val graph: 7.200e-02 | test node: 2.939e-01 | test graph: 8.200e-02
3301 | 0.73s | train acc: 3.997e-01 | val acc: 2.790e-01 | val graph: 6.800e-02 | test node: 2.659e-01 | test graph: 7.600e-02
